,Long,Short
1993-06-28,-0.006205655514418229,-0.00014953670006175867
1993-06-29,0.0035482885942461186,0.025002580305934607
1993-06-30,-0.0018740249114012953,0.00036312507952249715
1993-07-01,0.006455434569306628,0.014650290435062673
1993-07-02,-0.02893615497234603,-0.018292034624907673
1993-07-06,0.015748470104858792,0.017366156831069558
1993-07-07,0.032037979887699596,0.008768519369693417
1993-07-08,0.007900112523327129,0.0026020590818733756
1993-07-09,0.0009310584573052116,0.0004117961674839687
1993-07-12,0.019775436180010965,-0.002829343156670716
1993-07-13,-0.003840272465045924,-0.006385136431341032
1993-07-14,0.010814541414447343,0.007638343778313151
1993-07-15,-0.03833858782687832,-0.0015988800144380421
1993-07-16,-0.009118778062426258,0.0013712443259645158
1993-07-19,0.004907726163847837,0.008330737551332157
1993-07-20,0.004190253692369916,0.003627638246105169
1993-07-21,-0.0008442745373444915,0.004768386606465269
1993-07-22,-4.266904864713705e-05,-0.011097485799067752
1993-07-23,-0.0004416726742941468,-0.00910454874055342
1993-07-26,-0.004104558657885593,0.0037620782692858513
1993-07-27,0.020298174155089777,-0.0033320732264194297
1993-07-28,0.0056312210525313435,-0.006421135087278274
1993-07-29,-0.00910460700284863,0.0017028290776913702
1993-07-30,0.015048419966495873,-0.004471159496601406
1993-08-02,-0.002637358895028441,0.0156398290449672
1993-08-03,0.01664362619645594,0.0036954275821152183
1993-08-04,-0.006145281826177495,-0.002633906009833187
1993-08-05,0.009400466619826542,-0.0038906921678621086
1993-08-06,0.010657544995921586,-0.0039283934149555114
1993-08-09,0.006652929234658644,0.0075615085429781344
1993-08-10,0.000911384473879262,0.00022723236974915296
1993-08-11,-0.006850605985296831,0.009432754493439156
1993-08-12,0.008829341668221746,-9.022452014961769e-06
1993-08-13,0.002457254257272745,-0.01795563563534338
1993-08-16,0.0006084593172841713,-0.0013686233387723789
1993-08-17,0.006734497679285167,-0.0006598977025392694
1993-08-18,0.004488205228470865,0.020021415185136438
1993-08-19,-0.0024204652778031187,0.010190788466205015
1993-08-20,0.005846182893281049,0.008860387138523707
1993-08-23,0.01494824135209677,0.0037686639023787327
1993-08-24,0.0018385217737500238,0.00818018117621292
1993-08-25,-0.0007263295640817846,0.007209603511363083
1993-08-26,-0.010395363658537937,0.00030617847096044983
1993-08-27,-0.0011664174701112363,-0.0031595819328574027
1993-08-30,0.023001368157920643,-0.009918689459261087
1993-08-31,0.004118322188313639,0.007996747097940427
1993-09-01,-0.003057945892543179,0.00703644020492582
1993-09-02,0.01920662143194679,0.0009311013019798087
1993-09-03,-0.02851180486298669,0.013339188424312998
1993-09-07,0.0018621443917832049,0.02557916259538636
1993-09-08,0.010464092370923906,-0.021171834822769832
1993-09-09,0.007289741933419603,-0.005948314932359677
1993-09-10,-0.010088696047370648,0.001761618238602658
1993-09-13,0.01110874132791283,0.013842582493086553
1993-09-14,0.007559289361046407,-0.011574300276098437
1993-09-15,0.008479874493985351,0.0059119692137317385
1993-09-16,0.010692375181866087,-0.009062142084485237
1993-09-17,0.0003336556989089079,0.0072400098411963595
1993-09-20,-0.00814621588863249,0.005204547635334933
1993-09-21,0.019139532066463905,-0.004084175471872531
1993-09-22,0.006949127042964953,-0.010742365022994083
1993-09-23,5.217403171996482e-05,-0.004445069977322203
1993-09-24,0.010209308947143069,-0.004820544743666666
1993-09-27,0.017027888798528644,-0.006459512606810191
1993-09-28,0.0021452760579451224,0.001569715076677991
1993-09-29,0.004265827390093191,-0.010669759648003319
1993-09-30,0.010491859831794459,-0.016411620137299066
1993-10-01,0.014173644180723833,-0.006543491631725007
1993-10-04,-0.00012485897632639187,0.012441017816284827
1993-10-05,-0.005781931528774676,0.005016028304773501
1993-10-06,0.0021771369565305567,-0.0006322798350300807
1993-10-07,0.018677370793822878,0.0013999919080278978
1993-10-08,-0.003161316980506379,-0.0007285656466539004
1993-10-11,0.006243091017939006,0.0059529199980577485
1993-10-12,0.0003673502246669846,-0.021780868425208377
1993-10-13,0.029988286074369985,-0.007591236897758058
1993-10-14,-0.0029619446955073793,0.00997750823744673
1993-10-15,0.01474587853607221,-0.0024503507378997426
1993-10-18,0.008059387134200291,0.015095653097882956
1993-10-19,0.017376862717533192,-0.005145576568381771
1993-10-20,0.019437892454071282,0.0008972536455135738
1993-10-21,0.0064697658216621105,0.013224198293342893
1993-10-22,0.004769640347325799,-0.012471698135397547
1993-10-25,-0.003406825667679503,-0.011450036899962901
1993-10-26,-0.011268393889152795,0.000612726779384809
1993-10-27,0.0047060550369038,-0.01694701341202043
1993-10-28,0.00021760613707459963,-0.0034419940518043203
1993-10-29,0.01799573271695474,0.0023694053435546424
1993-11-01,0.009083875290721067,-0.001167493872472769
1993-11-02,-0.015626816741139426,0.005076614210264463
1993-11-03,-0.0034172624935498884,0.01559966364134836
1993-11-04,0.021535509448290958,0.009351198550858641
1993-11-05,0.018605924959784893,0.003297229834806614
1993-11-08,0.006578287404790062,0.0015762276174349887
1993-11-09,0.015773893646297665,-0.009903276811920103
1993-11-10,-0.0013810507336319722,0.009182360469831608
1993-11-11,0.009692838501441503,-0.005994478490151334
1993-11-12,-0.0037863454461442457,0.017443607958603925
1993-11-15,0.005210989590363868,0.0033261490250666827
1993-11-16,0.019672640668057496,0.008221524585785001
1993-11-17,-0.002455743351067374,0.006330500370280068
1993-11-18,0.014252694880294913,0.02271918339661282
1993-11-19,-0.020919365801124534,0.011425941175215703
1993-11-22,0.005292213944147884,0.00540906261723193
1993-11-23,0.02280154367094922,0.006171006923528233
1993-11-24,0.008342875337581013,0.0015919391948321926
1993-11-26,-0.010223017949229241,0.00848128850255977
1993-11-29,0.0024112879946424303,0.008905286153052994
1993-11-30,-0.0038477204088780193,0.023462616690750615
1993-12-01,-0.002494822357643722,-0.00013498199492189
1993-12-02,-0.00018662852148951803,-0.004919185690037064
1993-12-03,-0.011247781464766682,0.00023282312627365132
1993-12-06,0.005880632479535808,0.010450308571376465
1993-12-07,-0.0024108746184666073,-0.006503202190416657
1993-12-08,0.0006791727907876743,0.01565799350116086
1993-12-09,-0.005371875888307964,-0.0035856269580511026
1993-12-10,0.015753417669918723,-0.002499744797056025
1993-12-13,-0.02061476423793155,0.007788723934762975
1993-12-14,0.0015701766950559249,0.017950085993099184
1993-12-15,0.01601012300847763,0.0017677020690139544
1993-12-16,0.006066968817425411,-0.0010313050944647183
1993-12-17,0.0024913873370007054,0.0024410369426193903
1993-12-20,0.0012633616795764246,0.006588862996716349
1993-12-21,0.008606124825733651,0.0062825650861060515
1993-12-22,-0.0008709954008986554,0.005712501333152775
1993-12-23,0.000980978817488387,-0.00032370808697154143
1993-12-27,0.011437097171005096,0.0039055568969455167
1993-12-28,-0.0007157534355306305,0.004668015779061774
1993-12-29,-0.006705452808241674,0.004648290911825725
1993-12-30,0.012631248977515431,0.012153195566402163
